current_company,target_company,years_of_experience,current_salary,expected_salary,gender,location,current_role,sector,education,certifications,skills,current_company_tier,target_company_tier
meta,amazon,6.2,2242147,3041058,Male,Delhi,Cloud Engineer,IT,PhD,Azure,DevOps,1,1
cts,meta,3.9,1609456,2562423,Male,Bangalore,DevOps Engineer,IT,PhD,PMP,Cloud,3,1
adobe,cts,1.8,2015578,3040494,Female,Bangalore,Software Developer,IT,Bachelor,Azure,DevOps,1,3
hcl,amazon,10.4,3105757,4559853,Male,Delhi,Tech Lead,IT,Bachelor,None,Security,3,1
oracle,linkedin,6.2,1767100,2541294,Male,Chennai,Data Scientist,IT,Master,PMP,Data Engineering,2,1
wipro,salesforce,5.7,1547149,2118717,Male,Mumbai,QA Engineer,IT,Master,None,DevOps,3,1
google,netflix,14.5,2743906,3666273,Male,Pune,Software Developer,IT,Bachelor,None,DevOps,1,1
oracle,deloitte,4.9,1075429,1408962,Female,Mumbai,Software Developer,IT,Master,AWS,Data Engineering,2,2
deloitte,google,7.3,3176966,5081178,Other,Mumbai,Cloud Engineer,IT,Bachelor,None,Security,2,1
tcs,valuelabs,14.4,1099181,1444442,Male,Hyderabad,Data Scientist,IT,Master,Azure,Cloud,3,5
deloitte,uber,8.6,2405011,3206466,Male,Chennai,Cloud Engineer,IT,Bachelor,Scrum Master,Full Stack,2,1
salesforce,linkedin,13.7,3269456,4856320,Male,Bangalore,Data Scientist,IT,Master,AWS,Full Stack,1,1
coforge,happiest-minds,2.9,1523783,2229550,Female,Gurgaon,Software Developer,IT,Master,Azure,Security,5,5
microsoft,cts,5.6,1820363,2655195,Male,Bangalore,Senior Developer,IT,Master,None,Full Stack,1,3
happiest-minds,salesforce,5.2,2745495,4349212,Male,Chennai,Business Analyst,IT,Master,Azure,DevOps,5,1
microsoft,linkedin,4.2,1392360,1813632,Male,Hyderabad,Data Scientist,IT,Master,GCP,DevOps,1,1
coforge,uber,10.4,2809966,4253289,Male,Gurgaon,Business Analyst,IT,Bachelor,GCP,AI,5,1
oracle,coforge,3.2,2963317,4231510,Male,Gurgaon,Business Analyst,IT,Master,None,Security,2,5
zensar,adobe,2.3,1425628,1875805,Male,Mumbai,DevOps Engineer,IT,PhD,Azure,Security,4,1
netflix,apple,5.5,1509668,1971360,Female,Delhi,QA Engineer,IT,Master,Azure,Security,1,1
zensar,infosys,14.5,2475266,3925503,Male,Hyderabad,Tech Lead,IT,Bachelor,AWS,DevOps,4,3
happiest-minds,adobe,9.8,2792621,3574131,Male,Bangalore,Cloud Engineer,IT,PhD,AWS,DevOps,5,1
sap,netflix,4.8,2228260,3237117,Male,Gurgaon,QA Engineer,IT,Bachelor,AWS,Full Stack,2,1
oracle,salesforce,12.5,1091958,1508434,Male,Pune,QA Engineer,IT,Bachelor,Scrum Master,Full Stack,2,1
oracle,happiest-minds,1.9,989601,1196306,Female,Hyderabad,Cloud Engineer,IT,PhD,None,Cloud,2,5
hcl,oracle,12.3,1797164,2422887,Female,Pune,QA Engineer,IT,Master,GCP,Cloud,3,2
coforge,meta,14.5,2972295,3664007,Female,Delhi,Business Analyst,IT,Master,AWS,Cloud,5,1
deloitte,meta,8.3,3289746,4129531,Female,Pune,Business Analyst,IT,Master,PMP,Full Stack,2,1
wipro,adobe,13.7,3182325,4543293,Male,Chennai,QA Engineer,IT,PhD,AWS,DevOps,3,1
uber,oracle,3.7,1879518,2954294,Male,Hyderabad,Business Analyst,IT,Bachelor,AWS,Cloud,1,2
infosys,uber,7.5,962009,1275809,Female,Pune,Business Analyst,IT,Bachelor,Azure,Data Engineering,3,1
infosys,amazon,12.1,1626934,2396832,Male,Bangalore,QA Engineer,IT,Master,PMP,Data Engineering,3,1
hexaware,cts,1.8,3021413,4565811,Female,Pune,DevOps Engineer,IT,Bachelor,GCP,DevOps,4,3
ibm,salesforce,7.6,2613122,3785033,Male,Pune,DevOps Engineer,IT,Bachelor,Azure,Data Engineering,2,1
cts,infosys,2.2,2832134,4527005,Female,Chennai,Cloud Engineer,IT,Master,Azure,Full Stack,3,3
netflix,linkedin,10.4,1003574,1414986,Female,Mumbai,QA Engineer,IT,Master,None,DevOps,1,1
adobe,hexaware,9.6,807938,1211484,Male,Delhi,QA Engineer,IT,PhD,None,DevOps,1,4
linkedin,sap,2.0,2287074,3093310,Male,Chennai,QA Engineer,IT,PhD,AWS,AI,1,2
zensar,uber,1.3,2223183,2950144,Male,Mumbai,Tech Lead,IT,PhD,PMP,Cloud,4,1
hcl,tcs,9.1,2036162,2663812,Female,Gurgaon,Senior Developer,IT,Bachelor,None,AI,3,3
accenture,sap,8.8,860220,1190614,Male,Bangalore,DevOps Engineer,IT,PhD,PMP,Cloud,2,2
amazon,hcl,9.4,1512967,2086479,Male,Pune,DevOps Engineer,IT,PhD,AWS,Cloud,1,3
virtusa,hexaware,12.3,3370223,5364089,Female,Mumbai,Senior Developer,IT,Bachelor,PMP,Cloud,4,4
netflix,ibm,2.1,3027498,4370602,Male,Gurgaon,Cloud Engineer,IT,Bachelor,AWS,Cloud,1,2
ibm,zensar,2.5,663146,918442,Male,Gurgaon,Cloud Engineer,IT,PhD,Azure,Security,2,4
oracle,valuelabs,13.9,1398607,1846086,Male,Mumbai,Business Analyst,IT,Bachelor,GCP,AI,2,5
linkedin,microsoft,14.8,3112721,4463737,Male,Bangalore,Senior Developer,IT,Master,PMP,Cloud,1,1
microsoft,cts,5.6,2265985,2771488,Male,Hyderabad,Data Scientist,IT,Bachelor,Azure,Cloud,1,3
google,adobe,9.6,2758094,4331966,Male,Mumbai,Data Scientist,IT,Master,PMP,DevOps,1,1
virtusa,sap,3.8,674356,903583,Male,Gurgaon,Business Analyst,IT,Master,PMP,Cloud,4,2
coforge,infosys,12.7,3393836,5384271,Female,Pune,Data Scientist,IT,Bachelor,AWS,AI,5,3
wipro,microsoft,12.6,1148001,1560385,Male,Hyderabad,QA Engineer,IT,Bachelor,AWS,Security,3,1
amazon,uber,8.6,1854066,2241486,Female,Gurgaon,Software Developer,IT,Master,GCP,Data Engineering,1,1
netflix,cts,7.3,2796829,4473502,Male,Gurgaon,Senior Developer,IT,PhD,GCP,Security,1,3
meta,hexaware,5.0,1072252,1551022,Female,Mumbai,Senior Developer,IT,Bachelor,GCP,AI,1,4
linkedin,uber,8.1,2398027,3189397,Other,Gurgaon,DevOps Engineer,IT,Master,None,Cloud,1,1
salesforce,netflix,1.8,2874383,3698166,Female,Chennai,Data Scientist,IT,Bachelor,Azure,Security,1,1
meta,linkedin,11.3,1127745,1592557,Male,Hyderabad,Senior Developer,IT,Master,PMP,AI,1,1
microsoft,cts,1.9,934706,1170770,Male,Pune,Business Analyst,IT,PhD,Scrum Master,Cloud,1,3
adobe,deloitte,1.0,1032790,1424697,Male,Mumbai,Business Analyst,IT,Master,Scrum Master,Data Engineering,1,2
netflix,happiest-minds,2.9,975126,1299488,Male,Mumbai,Cloud Engineer,IT,Bachelor,Azure,Security,1,5
happiest-minds,wipro,3.0,2152099,2864558,Male,Delhi,Tech Lead,IT,PhD,Scrum Master,Full Stack,5,3
infosys,cts,13.9,2276448,3390344,Female,Pune,Business Analyst,IT,PhD,None,Security,3,3
ibm,valuelabs,6.4,940300,1329133,Male,Bangalore,Senior Developer,IT,Master,Scrum Master,DevOps,2,5
tcs,ibm,5.9,2554506,3188947,Male,Chennai,Cloud Engineer,IT,PhD,PMP,Data Engineering,3,2
google,virtusa,9.9,2024428,2469098,Female,Delhi,Data Scientist,IT,PhD,AWS,AI,1,4
coforge,tcs,9.4,1606034,2305934,Male,Gurgaon,Cloud Engineer,IT,Master,Scrum Master,AI,5,3
deloitte,hexaware,9.9,1127120,1689260,Male,Gurgaon,DevOps Engineer,IT,PhD,PMP,Full Stack,2,4
meta,linkedin,8.7,2826500,3934076,Female,Bangalore,Software Developer,IT,Master,Azure,Full Stack,1,1
apple,cts,8.7,2434696,3866751,Male,Bangalore,Business Analyst,IT,PhD,None,DevOps,1,3
infosys,sap,12.4,2741679,3983444,Female,Gurgaon,Data Scientist,IT,PhD,AWS,Security,3,2
meta,coforge,3.5,2456142,3746438,Female,Hyderabad,Software Developer,IT,Master,PMP,AI,1,5
sap,zensar,10.5,3380408,5089663,Male,Hyderabad,Senior Developer,IT,PhD,AWS,Security,2,4
hcl,ibm,7.6,2236793,3388409,Male,Gurgaon,Business Analyst,IT,PhD,PMP,Cloud,3,2
microsoft,ibm,7.4,878528,1169695,Male,Pune,Cloud Engineer,IT,Bachelor,AWS,DevOps,1,2
apple,meta,11.7,1077944,1719436,Female,Mumbai,QA Engineer,IT,PhD,PMP,Data Engineering,1,1
sap,coforge,9.4,3000712,4287542,Male,Mumbai,Business Analyst,IT,Master,PMP,DevOps,2,5
uber,amazon,8.9,812166,1213538,Male,Bangalore,Software Developer,IT,PhD,Azure,Cloud,1,1
zensar,uber,13.1,2152090,2723686,Female,Pune,Senior Developer,IT,Master,Azure,AI,4,1
uber,oracle,9.1,2042432,3129696,Female,Bangalore,Cloud Engineer,IT,PhD,GCP,Full Stack,1,2
oracle,valuelabs,6.7,2960638,4631856,Female,Chennai,Business Analyst,IT,PhD,Scrum Master,Data Engineering,2,5
netflix,wipro,14.3,3081139,3837006,Male,Bangalore,Cloud Engineer,IT,Master,AWS,AI,1,3
tcs,meta,7.8,1892263,2573136,Male,Hyderabad,Business Analyst,IT,Bachelor,Scrum Master,Full Stack,3,1
happiest-minds,google,12.8,1573178,2045963,Male,Hyderabad,Data Scientist,IT,Master,None,Full Stack,5,1
oracle,microsoft,14.2,969181,1461365,Male,Bangalore,Data Scientist,IT,PhD,PMP,AI,2,1
adobe,coforge,6.6,1866706,2779924,Male,Bangalore,Tech Lead,IT,Bachelor,Azure,DevOps,1,5
valuelabs,ibm,14.8,1413394,1822998,Male,Gurgaon,Software Developer,IT,Master,AWS,Security,5,2
deloitte,hcl,14.3,1529529,2218528,Female,Hyderabad,DevOps Engineer,IT,Master,AWS,Cloud,2,3
apple,adobe,6.1,1652185,2109600,Male,Chennai,DevOps Engineer,IT,Bachelor,Azure,DevOps,1,1
valuelabs,salesforce,7.3,910142,1098707,Male,Pune,Software Developer,IT,Master,Azure,Data Engineering,5,1
apple,infosys,5.2,2917908,3749174,Female,Pune,QA Engineer,IT,Master,Azure,Cloud,1,3
apple,uber,13.4,1764215,2772069,Male,Hyderabad,Tech Lead,IT,Master,Azure,DevOps,1,1
valuelabs,hexaware,8.9,2584891,3127865,Male,Pune,Senior Developer,IT,PhD,Azure,AI,5,4
zensar,accenture,2.2,906204,1326535,Female,Bangalore,Senior Developer,IT,Master,AWS,Cloud,4,2
wipro,meta,14.2,2694300,3551198,Male,Pune,Tech Lead,IT,PhD,PMP,Security,3,1
salesforce,meta,11.2,2088239,3145390,Male,Delhi,Cloud Engineer,IT,Bachelor,GCP,Cloud,1,1
valuelabs,tcs,2.3,1242411,1553073,Male,Bangalore,Cloud Engineer,IT,Bachelor,PMP,Security,5,3
wipro,zensar,10.1,1005281,1466722,Male,Delhi,DevOps Engineer,IT,PhD,Scrum Master,Full Stack,3,4
valuelabs,ibm,8.0,765716,959289,Male,Hyderabad,Cloud Engineer,IT,Master,AWS,Security,5,2
microsoft,wipro,11.2,3153016,4236581,Male,Hyderabad,Business Analyst,IT,Bachelor,GCP,AI,1,3
virtusa,deloitte,2.2,716625,999257,Female,Delhi,Tech Lead,IT,Bachelor,None,Cloud,4,2
oracle,netflix,2.6,999896,1461418,Male,Pune,Business Analyst,IT,Master,GCP,DevOps,2,1
coforge,hexaware,10.4,3002141,4356623,Male,Delhi,Cloud Engineer,IT,PhD,None,Cloud,5,4
virtusa,infosys,1.5,1839818,2406351,Female,Bangalore,Tech Lead,IT,Bachelor,Azure,Cloud,4,3
hexaware,adobe,7.7,2208057,3154681,Male,Gurgaon,Data Scientist,IT,Master,Azure,Security,4,1
zensar,adobe,9.0,2889246,4548603,Male,Hyderabad,QA Engineer,IT,PhD,GCP,Full Stack,4,1
meta,hexaware,9.9,2697820,3938615,Female,Mumbai,Data Scientist,IT,Master,Azure,Security,1,4
tcs,happiest-minds,13.3,1758134,2114375,Male,Mumbai,Tech Lead,IT,Master,Azure,Full Stack,3,5
meta,salesforce,11.4,1941742,2878057,Female,Mumbai,Software Developer,IT,Master,PMP,Full Stack,1,1
accenture,coforge,2.3,2536760,3298839,Male,Mumbai,Software Developer,IT,PhD,GCP,Full Stack,2,5
adobe,uber,10.4,3397025,4364885,Female,Pune,Cloud Engineer,IT,PhD,AWS,Security,1,1
cts,ibm,13.7,1860471,2658205,Male,Mumbai,QA Engineer,IT,Master,None,Data Engineering,3,2
hexaware,netflix,1.8,591268,775867,Male,Pune,Senior Developer,IT,Bachelor,None,Full Stack,4,1
amazon,accenture,6.7,647617,938613,Other,Bangalore,Business Analyst,IT,PhD,Scrum Master,Full Stack,1,2
microsoft,oracle,13.1,2232333,2746594,Female,Pune,DevOps Engineer,IT,Master,GCP,AI,1,2
adobe,hexaware,1.8,2033891,2983010,Male,Delhi,Software Developer,IT,PhD,GCP,Data Engineering,1,4
accenture,virtusa,5.9,1239176,1657513,Female,Chennai,DevOps Engineer,IT,Bachelor,Azure,Security,2,4
oracle,valuelabs,5.6,2973043,4162075,Other,Delhi,DevOps Engineer,IT,Master,AWS,Cloud,2,5
apple,oracle,8.7,3046237,4605745,Male,Bangalore,DevOps Engineer,IT,Master,AWS,DevOps,1,2
oracle,cts,2.3,552209,664762,Male,Gurgaon,Software Developer,IT,Bachelor,PMP,AI,2,3
sap,google,9.0,2290459,3376604,Male,Chennai,DevOps Engineer,IT,Bachelor,None,Data Engineering,2,1
google,coforge,6.6,1994380,3043454,Female,Pune,Business Analyst,IT,PhD,Azure,Security,1,5
netflix,happiest-minds,9.3,1762743,2355427,Male,Pune,Software Developer,IT,Master,PMP,Security,1,5
salesforce,adobe,10.4,1880841,3005933,Female,Delhi,Business Analyst,IT,Master,GCP,Data Engineering,1,1
virtusa,uber,15.0,2425899,3401234,Male,Gurgaon,Data Scientist,IT,Bachelor,None,Data Engineering,4,1
ibm,deloitte,10.5,3188425,3924662,Male,Hyderabad,Software Developer,IT,PhD,AWS,Data Engineering,2,2
salesforce,wipro,10.5,2218371,3440358,Male,Pune,QA Engineer,IT,Bachelor,AWS,Data Engineering,1,3
netflix,hcl,3.1,2041020,3072758,Other,Bangalore,Cloud Engineer,IT,Bachelor,AWS,AI,1,3
amazon,hcl,7.6,1111080,1745038,Male,Gurgaon,Data Scientist,IT,PhD,Azure,AI,1,3
hexaware,oracle,12.3,2813342,3674452,Male,Hyderabad,DevOps Engineer,IT,Bachelor,None,DevOps,4,2
coforge,ibm,2.1,2449298,2984057,Female,Pune,QA Engineer,IT,Bachelor,AWS,Full Stack,5,2
sap,virtusa,4.4,2366779,3171886,Female,Pune,QA Engineer,IT,PhD,None,Security,2,4
infosys,cts,13.8,3533134,5038899,Female,Mumbai,Tech Lead,IT,Bachelor,Scrum Master,Data Engineering,3,3
tcs,ibm,14.3,3185655,4885540,Female,Chennai,Software Developer,IT,PhD,None,Full Stack,3,2
microsoft,adobe,9.6,2825651,4330448,Female,Mumbai,Senior Developer,IT,Master,GCP,AI,1,1
apple,happiest-minds,14.6,3404692,4694612,Male,Gurgaon,DevOps Engineer,IT,Bachelor,None,Full Stack,1,5
google,netflix,2.9,2404425,3399624,Female,Hyderabad,Tech Lead,IT,Master,PMP,Full Stack,1,1
zensar,amazon,14.8,2363326,2922820,Female,Delhi,Data Scientist,IT,Bachelor,PMP,DevOps,4,1
ibm,adobe,10.4,1924829,3027491,Male,Hyderabad,Senior Developer,IT,Bachelor,Scrum Master,Full Stack,2,1
ibm,meta,10.8,3439234,4633415,Male,Pune,Cloud Engineer,IT,Master,GCP,Security,2,1
netflix,linkedin,1.0,1094917,1415186,Male,Mumbai,Software Developer,IT,Master,Scrum Master,DevOps,1,1
virtusa,adobe,11.7,1010540,1419267,Male,Delhi,Tech Lead,IT,PhD,PMP,Security,4,1
deloitte,zensar,13.5,1978815,2469747,Other,Bangalore,Tech Lead,IT,Bachelor,None,Full Stack,2,4
oracle,google,11.5,3287173,4596935,Male,Delhi,QA Engineer,IT,Bachelor,Azure,Security,2,1
hexaware,ibm,10.1,1283837,1682536,Male,Hyderabad,QA Engineer,IT,PhD,AWS,Security,4,2
coforge,ibm,8.4,1400401,1698218,Female,Bangalore,QA Engineer,IT,Bachelor,Scrum Master,Full Stack,5,2
accenture,oracle,7.6,876448,1311870,Male,Mumbai,Data Scientist,IT,Bachelor,PMP,Full Stack,2,2
happiest-minds,hexaware,7.5,2683080,3575736,Male,Gurgaon,DevOps Engineer,IT,PhD,GCP,Security,5,4
hcl,oracle,5.3,3096856,3826277,Male,Gurgaon,Software Developer,IT,PhD,AWS,Cloud,3,2
hcl,netflix,5.8,2580675,3368663,Male,Mumbai,Business Analyst,IT,Bachelor,PMP,DevOps,3,1
hexaware,ibm,13.6,1483527,2089679,Male,Pune,Software Developer,IT,Master,None,Data Engineering,4,2
happiest-minds,oracle,10.6,1334675,1952543,Male,Hyderabad,Software Developer,IT,PhD,GCP,AI,5,2
oracle,tcs,7.7,1979822,2899225,Male,Mumbai,Cloud Engineer,IT,PhD,GCP,Data Engineering,2,3
zensar,deloitte,12.9,1440580,1839451,Male,Bangalore,Cloud Engineer,IT,Bachelor,PMP,Full Stack,4,2
valuelabs,google,7.3,3039082,4019374,Male,Bangalore,Senior Developer,IT,Master,AWS,Full Stack,5,1
sap,happiest-minds,14.5,1428727,1844028,Male,Delhi,DevOps Engineer,IT,Bachelor,Scrum Master,Full Stack,2,5
virtusa,coforge,14.9,2836306,3974987,Male,Delhi,Software Developer,IT,Master,PMP,AI,4,5
linkedin,oracle,11.0,2627024,3997335,Male,Chennai,DevOps Engineer,IT,Master,None,AI,1,2
ibm,infosys,10.9,968868,1220450,Male,Gurgaon,DevOps Engineer,IT,Bachelor,Azure,Security,2,3
deloitte,google,7.1,1412412,2238387,Female,Pune,Business Analyst,IT,Master,GCP,AI,2,1
virtusa,cts,8.0,2435157,3648403,Male,Delhi,Business Analyst,IT,PhD,AWS,AI,4,3
uber,sap,4.2,3013044,4135138,Male,Bangalore,DevOps Engineer,IT,Master,Scrum Master,Cloud,1,2
google,apple,11.0,1871035,2646953,Male,Chennai,Software Developer,IT,Bachelor,None,Full Stack,1,1
accenture,coforge,3.0,1964090,2835168,Female,Hyderabad,DevOps Engineer,IT,Master,Scrum Master,Data Engineering,2,5
amazon,salesforce,11.1,2012875,2800798,Male,Mumbai,Senior Developer,IT,Bachelor,Azure,Full Stack,1,1
uber,wipro,6.7,1810165,2526524,Male,Mumbai,Cloud Engineer,IT,Bachelor,PMP,DevOps,1,3
salesforce,tcs,9.2,1477515,2355110,Female,Chennai,DevOps Engineer,IT,Master,Azure,AI,1,3
zensar,meta,2.1,647729,901798,Male,Pune,Cloud Engineer,IT,PhD,None,Full Stack,4,1
infosys,salesforce,4.2,2089947,3331581,Female,Delhi,Business Analyst,IT,Master,PMP,DevOps,3,1
coforge,infosys,13.2,1147491,1806911,Male,Hyderabad,Cloud Engineer,IT,Master,PMP,Cloud,5,3
amazon,netflix,7.7,2124995,2709351,Male,Hyderabad,DevOps Engineer,IT,Master,GCP,Full Stack,1,1
wipro,hcl,3.7,1755520,2586588,Male,Pune,Data Scientist,IT,PhD,Azure,Cloud,3,3
netflix,happiest-minds,8.7,1917431,2903808,Female,Delhi,Cloud Engineer,IT,Bachelor,AWS,Cloud,1,5
tcs,infosys,8.6,2053037,2585728,Female,Bangalore,Software Developer,IT,Master,Azure,DevOps,3,3
accenture,deloitte,5.2,1829075,2875521,Male,Chennai,Business Analyst,IT,PhD,Azure,Full Stack,2,2
zensar,deloitte,13.6,1587385,2141381,Male,Mumbai,QA Engineer,IT,Master,GCP,Security,4,2
happiest-minds,netflix,5.1,2989960,4320202,Male,Mumbai,Senior Developer,IT,Bachelor,Azure,AI,5,1
hexaware,uber,8.4,2909182,4478222,Male,Chennai,Business Analyst,IT,PhD,Scrum Master,Security,4,1
netflix,salesforce,14.6,2591291,3621707,Male,Chennai,Cloud Engineer,IT,PhD,Azure,DevOps,1,1
apple,microsoft,13.6,1083606,1529496,Male,Delhi,Data Scientist,IT,PhD,AWS,AI,1,1
meta,tcs,5.2,2878214,4277412,Female,Delhi,Senior Developer,IT,Bachelor,AWS,AI,1,3
salesforce,accenture,2.0,2203310,2873696,Female,Bangalore,Business Analyst,IT,Master,Scrum Master,DevOps,1,2
cts,hexaware,8.6,2269605,3224277,Female,Hyderabad,Tech Lead,IT,Bachelor,Scrum Master,DevOps,3,4
amazon,microsoft,12.9,2682264,3565595,Male,Bangalore,Senior Developer,IT,PhD,Azure,DevOps,1,1
happiest-minds,valuelabs,12.7,2247098,3083509,Male,Delhi,DevOps Engineer,IT,Bachelor,PMP,DevOps,5,5
ibm,wipro,14.5,2487903,3367218,Male,Mumbai,Data Scientist,IT,Bachelor,PMP,Data Engineering,2,3
coforge,hcl,7.1,2890730,4406205,Male,Mumbai,QA Engineer,IT,Master,Scrum Master,Security,5,3
accenture,deloitte,6.5,2218230,3483590,Female,Mumbai,DevOps Engineer,IT,Master,GCP,Security,2,2
uber,google,11.9,1117310,1466190,Female,Mumbai,Data Scientist,IT,Bachelor,GCP,AI,1,1
linkedin,accenture,9.5,891154,1082033,Female,Pune,Tech Lead,IT,Master,AWS,AI,1,2
google,accenture,7.9,1348923,1710638,Female,Gurgaon,Tech Lead,IT,Bachelor,PMP,Cloud,1,2
happiest-minds,google,1.9,1161988,1499231,Male,Gurgaon,Senior Developer,IT,PhD,None,Data Engineering,5,1
microsoft,deloitte,2.9,2636337,3749601,Male,Chennai,DevOps Engineer,IT,PhD,Azure,Cloud,1,2
hcl,valuelabs,8.7,1969327,2565088,Female,Pune,QA Engineer,IT,Bachelor,None,Data Engineering,3,5
oracle,hexaware,4.3,2850794,4235402,Male,Gurgaon,Cloud Engineer,IT,Bachelor,Scrum Master,Data Engineering,2,4
tcs,deloitte,10.1,1174778,1714973,Male,Chennai,QA Engineer,IT,Bachelor,Scrum Master,DevOps,3,2
meta,virtusa,3.0,2402833,3026075,Male,Bangalore,Software Developer,IT,PhD,AWS,AI,1,4
amazon,valuelabs,14.0,1629553,1984676,Male,Pune,Software Developer,IT,Bachelor,None,Cloud,1,5
amazon,happiest-minds,9.6,981069,1402705,Female,Bangalore,Tech Lead,IT,Bachelor,GCP,AI,1,5
accenture,zensar,12.1,2268788,3079415,Female,Gurgaon,Business Analyst,IT,PhD,None,DevOps,2,4
happiest-minds,hcl,5.3,967326,1376429,Male,Bangalore,Software Developer,IT,Bachelor,AWS,Cloud,5,3
sap,ibm,8.3,1170696,1786475,Female,Pune,Cloud Engineer,IT,Bachelor,GCP,Cloud,2,2
salesforce,sap,9.8,2829736,3582011,Male,Delhi,Senior Developer,IT,PhD,Azure,DevOps,1,2
coforge,uber,7.0,1002722,1433350,Male,Mumbai,Cloud Engineer,IT,Master,None,DevOps,5,1
meta,microsoft,7.9,2954081,4155958,Female,Gurgaon,Business Analyst,IT,Master,Scrum Master,Cloud,1,1
microsoft,valuelabs,7.5,2064633,2966878,Male,Hyderabad,QA Engineer,IT,PhD,AWS,AI,1,5
hcl,zensar,14.1,1552564,2203761,Male,Bangalore,Tech Lead,IT,Master,PMP,Data Engineering,3,4
linkedin,zensar,10.9,3140741,4308898,Female,Pune,Senior Developer,IT,PhD,Scrum Master,Cloud,1,4
salesforce,adobe,2.3,2339784,3726019,Male,Hyderabad,DevOps Engineer,IT,PhD,AWS,DevOps,1,1
uber,infosys,12.3,1704971,2183032,Male,Hyderabad,DevOps Engineer,IT,Bachelor,Scrum Master,Full Stack,1,3
salesforce,ibm,2.3,1470177,2307870,Male,Bangalore,Business Analyst,IT,Master,Azure,AI,1,2
salesforce,microsoft,5.8,1334664,1769846,Other,Pune,Software Developer,IT,PhD,GCP,Cloud,1,1
accenture,wipro,1.6,841081,1329017,Male,Mumbai,DevOps Engineer,IT,PhD,GCP,DevOps,2,3
linkedin,cts,13.6,1561785,2080325,Male,Hyderabad,Business Analyst,IT,PhD,GCP,Full Stack,1,3
meta,happiest-minds,4.5,2004878,3005164,Female,Pune,QA Engineer,IT,Master,Azure,DevOps,1,5
tcs,zensar,9.4,2128865,2585388,Male,Pune,DevOps Engineer,IT,PhD,PMP,Full Stack,3,4
meta,microsoft,10.0,1921473,2475824,Male,Chennai,Cloud Engineer,IT,PhD,None,AI,1,1
amazon,coforge,2.5,646464,829827,Male,Gurgaon,Data Scientist,IT,Bachelor,GCP,Security,1,5
microsoft,deloitte,11.9,2255727,3551490,Male,Hyderabad,Tech Lead,IT,Bachelor,Azure,Cloud,1,2
valuelabs,virtusa,8.5,1610503,2338009,Female,Gurgaon,Data Scientist,IT,Master,AWS,Cloud,5,4
valuelabs,accenture,14.8,2352867,3635727,Female,Chennai,Tech Lead,IT,Master,AWS,Data Engineering,5,2
hexaware,accenture,14.7,1288358,1643169,Female,Gurgaon,Software Developer,IT,PhD,None,Full Stack,4,2
coforge,accenture,11.1,1228209,1482360,Male,Gurgaon,Data Scientist,IT,Bachelor,None,AI,5,2
meta,salesforce,5.9,2970582,4032823,Female,Delhi,QA Engineer,IT,PhD,GCP,Cloud,1,1
cts,happiest-minds,3.2,1795130,2484786,Male,Bangalore,Data Scientist,IT,Master,None,Data Engineering,3,5
netflix,deloitte,3.1,2992424,3991443,Male,Delhi,Tech Lead,IT,Master,Scrum Master,Data Engineering,1,2
hcl,microsoft,8.3,805013,1014291,Male,Gurgaon,Software Developer,IT,PhD,AWS,AI,3,1
oracle,amazon,3.5,2799446,3700778,Male,Hyderabad,QA Engineer,IT,PhD,GCP,DevOps,2,1
virtusa,salesforce,9.3,2116395,2900757,Male,Hyderabad,Software Developer,IT,Master,AWS,AI,4,1
ibm,deloitte,12.1,1147385,1632104,Female,Pune,Cloud Engineer,IT,PhD,AWS,Full Stack,2,2
linkedin,uber,9.7,1289720,1915822,Female,Bangalore,Senior Developer,IT,Master,Scrum Master,AI,1,1
hcl,coforge,15.0,1540205,1874559,Male,Mumbai,Senior Developer,IT,Master,Azure,AI,3,5
google,valuelabs,7.2,2447768,3589110,Male,Gurgaon,Tech Lead,IT,PhD,Azure,Data Engineering,1,5
zensar,amazon,8.1,2795689,4364761,Female,Pune,Business Analyst,IT,Master,Azure,Cloud,4,1
cts,microsoft,1.8,2695558,3954811,Male,Bangalore,DevOps Engineer,IT,Master,GCP,Cloud,3,1
virtusa,hcl,14.6,1298221,1971987,Male,Gurgaon,QA Engineer,IT,Master,Scrum Master,DevOps,4,3
hcl,netflix,4.8,2078148,3100352,Male,Pune,Data Scientist,IT,Master,Azure,AI,3,1
happiest-minds,meta,2.9,2889852,4357939,Male,Pune,QA Engineer,IT,PhD,GCP,AI,5,1
coforge,wipro,4.7,772874,1189707,Male,Chennai,Data Scientist,IT,PhD,GCP,Security,5,3
infosys,hcl,11.9,1475474,2001960,Male,Hyderabad,QA Engineer,IT,Master,AWS,Cloud,3,3
happiest-minds,netflix,13.0,3306913,4081213,Male,Mumbai,Senior Developer,IT,Bachelor,Scrum Master,Full Stack,5,1
